Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002911,Male,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,N
LP002912,Male,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,N
LP002916,Male,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,Y
LP002917,Female,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,Y
LP002925,,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,Y
LP002926,Male,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,N
LP002928,Male,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,Y
LP002931,Male,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,N
LP002933,,No,3+,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,Y
LP002938,Male,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,Y
LP002940,Male,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,Y
LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,N
LP002943,Male,No,,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,N
LP002945,Male,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,Y
LP002948,Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,Y
LP002949,Female,No,3+,Graduate,,416,41667.0,350.0,180.0,,Urban,N
LP002950,Male,Yes,0,Not Graduate,,2894,2792.0,155.0,360.0,1.0,Rural,Y
LP002953,Male,Yes,3+,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,Y
LP002958,Male,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,Y
LP002959,Female,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,No,2400,3800.0,,180.0,1.0,Urban,N
LP002961,Male,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,Y
LP002964,Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,Y
LP002974,Male,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,Y
LP002978,Female,No,0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,Y
LP002979,Male,Yes,3+,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,Y
LP002983,Male,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,Y
LP002984,Male,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,Y
LP002990,Female,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,N
LP002991,Male,Yes,0,Graduate,No,8591,1174.0,110.0,360.0,1.0,Urban,Y
LP002992,Male,Yes,0,Graduate,No,12275,0.0,300.0,360.0,1.0,Rural,Y
LP002993,Male,Yes,2,Graduate,Yes,7067,0.0,97.0,480.0,1.0,Rural,Y
LP002994,Male,Yes,0,Graduate,No,1894,860.0,334.0,360.0,,Urban,Y
LP002995,,No,2,Graduate,No,6716,0.0,64.0,360.0,1.0,Semiurban,Y
LP002996,Male,Yes,0,Graduate,No,7168,3318.0,88.0,360.0,1.0,Rural,Y
LP002997,Male,No,0,Not Graduate,No,4784,1686.0,209.0,360.0,1.0,Urban,Y
LP002998,Male,No,0,Graduate,No,8970,6351.0,214.0,480.0,1.0,Rural,Y
LP002999,Male,Yes,2,Graduate,No,7088,0.0,319.0,360.0,0.0,Urban,Y
LP003000,Male,No,1,Graduate,No,10573,1750.0,443.0,360.0,1.0,Semiurban,Y
LP003001,Male,No,0,Not Graduate,No,2521,1844.0,139.0,360.0,1.0,Urban,Y
LP003002,Male,No,0,Graduate,Yes,9871,484.0,293.0,360.0,1.0,Urban,Y
LP003003,Male,No,2,Graduate,No,2742,0.0,197.0,180.0,1.0,Semiurban,Y
LP003004,Female,Yes,1,Graduate,No,6066,0.0,95.0,180.0,1.0,Semiurban,Y
LP003005,Male,Yes,0,Graduate,No,2844,1770.0,88.0,360.0,1.0,Semiurban,Y
LP003006,Male,Yes,1,Graduate,No,4534,2465.0,95.0,360.0,1.0,Urban,Y
LP003007,Male,No,0,Not Graduate,Yes,1349,0.0,186.0,,1.0,Urban,Y
LP003008,Male,Yes,0,Graduate,No,4394,0.0,84.0,300.0,,Urban,N
LP003009,Male,Yes,,Not Graduate,Yes,3230,520.0,306.0,360.0,1.0,Rural,Y
LP003010,Male,No,0,Graduate,No,5922,3190.0,360.0,300.0,0.0,Semiurban,N
LP003011,Male,Yes,0,Graduate,No,5343,0.0,128.0,360.0,0.0,Urban,N
LP003012,Male,No,1,Graduate,No,4707,3234.0,41.0,240.0,1.0,Urban,Y
LP003013,Female,Yes,0,Graduate,No,2523,0.0,58.0,360.0,1.0,Semiurban,Y
LP003014,Male,Yes,2,Graduate,Yes,6529,0.0,,240.0,1.0,Rural,Y
LP003015,Male,No,0,Graduate,,2695,0.0,91.0,360.0,1.0,Urban,Y
LP003016,Male,Yes,3+,Graduate,No,5281,2584.0,398.0,480.0,1.0,Semiurban,Y
LP003017,Male,Yes,1,Not Graduate,No,2814,5214.0,102.0,240.0,1.0,Urban,Y
LP003018,Male,,0,Graduate,No,8949,3353.0,151.0,360.0,1.0,Urban,N
LP003019,Male,No,2,Graduate,No,2033,3685.0,223.0,360.0,1.0,Urban,N
LP003020,Male,No,2,Graduate,,15165,3728.0,191.0,240.0,0.0,Urban,Y
LP003021,Male,Yes,0,Graduate,No,7253,0.0,96.0,180.0,1.0,Urban,Y
LP003022,Male,Yes,2,Not Graduate,No,4634,0.0,101.0,240.0,0.0,Urban,N
LP003023,Male,Yes,0,Graduate,No,7253,3122.0,101.0,360.0,1.0,Urban,Y
LP003024,Male,No,0,Not Graduate,Yes,4382,530.0,189.0,360.0,1.0,Rural,Y
LP003025,,Yes,0,Graduate,No,5323,0.0,328.0,360.0,0.0,Semiurban,N
LP003026,Male,Yes,0,Graduate,Yes,3186,0.0,179.0,360.0,1.0,Semiurban,Y
LP003027,Male,Yes,0,Graduate,Yes,4070,0.0,124.0,360.0,0.0,Semiurban,N
LP003028,Male,No,0,Graduate,No,1962,0.0,181.0,360.0,1.0,Rural,Y
LP003029,,Yes,0,Not Graduate,No,12582,0.0,175.0,240.0,1.0,Rural,Y
LP003030,Male,No,2,Graduate,No,5412,1219.0,110.0,360.0,1.0,Urban,Y
LP003031,Male,Yes,0,Graduate,No,6984,1765.0,296.0,240.0,1.0,Urban,Y
LP003032,Male,Yes,1,Graduate,No,10011,0.0,128.0,360.0,1.0,Semiurban,Y
LP003033,Male,No,0,Graduate,No,2467,0.0,56.0,360.0,0.0,Rural,N
LP003034,Female,,1,Graduate,No,5703,0.0,209.0,480.0,1.0,Rural,Y
LP003035,Female,Yes,0,Graduate,No,1807,843.0,115.0,180.0,1.0,Urban,Y
LP003036,Male,Yes,2,Graduate,No,7222,5531.0,238.0,36.0,1.0,Rural,Y
LP003037,Male,No,1,Graduate,No,4261,0.0,145.0,360.0,1.0,Urban,Y
LP003038,Female,No,,Graduate,No,10974,0.0,300.0,480.0,1.0,Semiurban,Y
LP003039,Male,Yes,0,Not Graduate,No,4537,0.0,239.0,60.0,1.0,Urban,Y
LP003040,Female,Yes,2,Not Graduate,No,3792,0.0,185.0,180.0,1.0,Urban,Y
LP003041,Male,No,0,Graduate,No,6541,0.0,201.0,360.0,1.0,Rural,Y
LP003042,Male,Yes,2,Graduate,Yes,3872,0.0,113.0,180.0,1.0,Urban,Y
LP003043,Male,Yes,0,Graduate,No,4995,1851.0,85.0,360.0,1.0,Urban,Y
LP003044,Female,No,0,Graduate,No,4764,0.0,157.0,360.0,1.0,Rural,N
LP003045,Male,No,3+,Graduate,No,5195,806.0,88.0,360.0,1.0,Rural,Y
LP003046,Male,Yes,,Graduate,No,4943,0.0,90.0,84.0,0.0,Semiurban,N
LP003047,Female,Yes,0,Graduate,No,12159,0.0,192.0,240.0,1.0,Urban,Y
LP003048,Female,No,1,Graduate,,7681,0.0,82.0,360.0,1.0,Urban,Y
LP003049,Male,Yes,0,Graduate,No,6738,3807.0,139.0,180.0,1.0,Rural,Y
LP003050,Female,No,0,Graduate,No,2702,0.0,142.0,360.0,1.0,Semiurban,Y
LP003051,Male,Yes,2,Graduate,No,4825,2790.0,,120.0,1.0,Urban,Y
LP003052,Male,,2,Graduate,No,1653,0.0,47.0,360.0,0.0,Semiurban,N
LP003053,Female,No,,Graduate,No,1800,0.0,104.0,360.0,1.0,Urban,Y
LP003054,Female,,0,Graduate,No,17077,0.0,192.0,480.0,0.0,Rural,N
LP003055,,Yes,1,Graduate,No,6414,0.0,46.0,360.0,0.0,Semiurban,Y
LP003056,Male,Yes,0,Not Graduate,No,14277,0.0,,360.0,0.0,Urban,N
LP003057,Male,No,1,Graduate,No,12501,3641.0,,480.0,1.0,Semiurban,Y
LP003058,Male,No,2,Not Graduate,No,8424,813.0,213.0,36.0,,Urban,N
LP003059,Female,Yes,0,Not Graduate,Yes,10563,1868.0,285.0,360.0,1.0,Rural,Y
LP003060,Male,Yes,0,Graduate,No,7315,0.0,135.0,84.0,1.0,Rural,Y
LP003061,Male,Yes,3+,Graduate,Yes,9271,488.0,122.0,360.0,1.0,Urban,Y
LP003062,Female,No,,Not Graduate,No,4307,1351.0,146.0,,0.0,Semiurban,N
LP003063,Male,Yes,0,Graduate,No,1969,0.0,73.0,360.0,1.0,Rural,Y
LP003064,Male,No,,Graduate,No,3662,0.0,96.0,360.0,1.0,Urban,Y
LP003065,Male,Yes,0,Graduate,No,11306,0.0,,360.0,1.0,Urban,Y
LP003066,Male,No,0,Graduate,No,19098,0.0,161.0,360.0,1.0,Rural,Y
LP003067,Male,No,2,Graduate,No,6469,0.0,55.0,360.0,1.0,Rural,Y
LP003068,Male,No,3+,Graduate,No,12794,640.0,72.0,360.0,0.0,Semiurban,N
LP003069,Female,Yes,1,Not Graduate,No,9502,0.0,90.0,360.0,1.0,Urban,N
LP003070,Male,No,0,Graduate,No,2759,920.0,134.0,360.0,1.0,Rural,Y
LP003071,Male,Yes,0,Not Graduate,No,3212,0.0,128.0,84.0,1.0,Semiurban,Y
LP003072,Male,Yes,2,Graduate,Yes,1930,1622.0,105.0,360.0,1.0,Urban,Y
LP003073,Male,No,2,Graduate,No,4655,0.0,204.0,360.0,0.0,Rural,N
LP003074,Male,Yes,0,Graduate,No,6495,0.0,86.0,,1.0,Rural,Y
LP003075,Male,Yes,2,Graduate,Yes,12502,0.0,180.0,360.0,0.0,Rural,N
LP003076,Male,Yes,0,Graduate,No,6925,1400.0,102.0,360.0,1.0,Urban,Y
LP003077,Male,Yes,1,Graduate,No,3128,0.0,183.0,360.0,0.0,Urban,Y
LP003078,Male,Yes,0,Graduate,No,13846,488.0,317.0,360.0,1.0,Rural,Y
LP003079,Male,Yes,0,Graduate,No,3313,3786.0,216.0,360.0,1.0,Urban,Y
LP003080,Male,No,0,Not Graduate,No,16799,0.0,116.0,360.0,0.0,Rural,Y
LP003081,Male,Yes,2,Graduate,No,2377,0.0,74.0,180.0,1.0,Urban,Y
LP003082,Male,No,,Graduate,Yes,4604,0.0,128.0,36.0,0.0,Urban,Y
LP003083,Female,Yes,0,Graduate,No,5477,0.0,179.0,360.0,1.0,Semiurban,Y
LP003084,Male,Yes,1,Not Graduate,No,5656,1492.0,,360.0,1.0,Urban,Y
LP003085,Male,Yes,0,Graduate,Yes,11293,0.0,194.0,360.0,1.0,Semiurban,Y
LP003086,Male,Yes,0,Graduate,Yes,1893,729.0,106.0,360.0,1.0,Urban,Y
LP003087,Female,No,,Graduate,No,3173,0.0,169.0,300.0,1.0,Semiurban,Y
LP003088,,Yes,0,Graduate,,5998,0.0,113.0,360.0,1.0,Urban,Y
LP003089,Male,No,0,Graduate,No,11262,1133.0,106.0,360.0,1.0,Rural,Y
LP003090,Male,No,0,Graduate,No,9467,0.0,126.0,240.0,1.0,Semiurban,Y
LP003091,Male,No,0,Graduate,,3429,0.0,195.0,360.0,1.0,Rural,Y
LP003092,Female,,0,Graduate,No,6995,1076.0,31.0,360.0,1.0,Urban,Y
LP003093,Female,Yes,0,Graduate,No,3803,6571.0,87.0,360.0,1.0,Semiurban,Y
LP003094,Female,No,3+,Not Graduate,No,20001,0.0,150.0,360.0,,Semiurban,Y
LP003095,Male,No,,Graduate,No,803,4474.0,112.0,180.0,1.0,Semiurban,Y
LP003096,Male,No,1,Graduate,Yes,2169,718.0,123.0,360.0,1.0,Urban,Y
LP003097,Male,Yes,1,Graduate,No,7732,0.0,302.0,360.0,0.0,Urban,Y
LP003098,Male,No,2,Not Graduate,Yes,2328,4350.0,137.0,360.0,1.0,Urban,Y
LP003099,Male,No,0,Graduate,Yes,1257,0.0,,360.0,1.0,Rural,N
LP003100,,Yes,0,Not Graduate,No,11020,0.0,206.0,480.0,1.0,Semiurban,Y
LP003101,,No,1,Not Graduate,No,6049,0.0,219.0,240.0,1.0,Rural,Y
LP003102,,Yes,1,Graduate,,9326,0.0,201.0,360.0,,Urban,Y
LP003103,Female,No,1,Graduate,No,23068,0.0,89.0,300.0,1.0,Semiurban,Y
LP003104,Male,Yes,0,Graduate,No,4517,1315.0,143.0,360.0,1.0,Urban,Y
LP003105,Female,No,2,Graduate,No,7796,0.0,311.0,480.0,1.0,Urban,Y
LP003106,Male,Yes,2,Graduate,No,2545,15128.0,166.0,360.0,0.0,Urban,Y
LP003107,Male,No,0,Not Graduate,No,5942,0.0,154.0,,1.0,Rural,Y
LP003108,Male,Yes,0,Not Graduate,No,2906,4174.0,170.0,360.0,1.0,Rural,Y
LP003109,Male,No,1,Graduate,No,6972,2118.0,166.0,360.0,,Semiurban,Y
LP003110,Male,Yes,0,Graduate,Yes,5386,0.0,,360.0,1.0,Urban,Y
LP003111,Female,Yes,2,Graduate,No,1678,0.0,299.0,360.0,1.0,Rural,Y
LP003112,Female,Yes,0,Not Graduate,No,2673,0.0,116.0,360.0,1.0,Semiurban,Y
LP003113,Male,Yes,0,Not Graduate,No,21651,0.0,115.0,360.0,,Rural,Y
LP003114,Female,No,2,Graduate,No,2463,930.0,152.0,360.0,1.0,Rural,Y
LP003115,Male,Yes,1,Graduate,No,1789,4126.0,90.0,36.0,1.0,Rural,Y
LP003116,Male,No,1,Graduate,No,3877,0.0,107.0,240.0,1.0,Rural,Y
LP003117,Male,Yes,0,Graduate,No,4843,3626.0,178.0,360.0,1.0,Urban,Y
LP003118,Female,No,0,Graduate,No,5049,271.0,149.0,360.0,1.0,Urban,Y
LP003119,Male,Yes,0,Not Graduate,No,5611,5236.0,101.0,480.0,1.0,Rural,Y
LP003120,Male,Yes,1,Graduate,Yes,5279,2062.0,89.0,360.0,1.0,Rural,Y
LP003121,Male,Yes,0,Graduate,No,3223,0.0,144.0,300.0,1.0,Rural,Y
LP003122,Female,Yes,0,Graduate,No,2829,0.0,79.0,360.0,,Semiurban,Y
LP003123,Male,Yes,0,Graduate,No,3291,1642.0,45.0,360.0,1.0,Rural,Y
LP003124,Male,Yes,3+,Not Graduate,Yes,6635,0.0,48.0,360.0,0.0,Rural,N
LP003125,Male,Yes,2,Graduate,No,1765,1364.0,221.0,360.0,,Rural,N
LP003126,Female,No,,Graduate,No,13548,0.0,159.0,360.0,1.0,Semiurban,Y
LP003127,Female,Yes,1,Graduate,No,6147,0.0,236.0,360.0,0.0,Semiurban,N
LP003128,Male,No,2,Graduate,No,9559,0.0,156.0,360.0,0.0,Semiurban,N
LP003129,Male,Yes,0,Graduate,No,1046,0.0,106.0,120.0,0.0,Semiurban,N
LP003130,Male,Yes,0,Graduate,No,3699,2376.0,132.0,360.0,,Semiurban,Y
LP003131,Female,No,3+,Graduate,No,8462,0.0,69.0,360.0,0.0,Urban,N
LP003132,Male,,0,Graduate,No,6469,728.0,93.0,360.0,1.0,Rural,Y
LP003133,Male,No,2,Graduate,No,6331,0.0,,360.0,1.0,Rural,Y
LP003134,Male,No,0,Graduate,No,3132,0.0,122.0,120.0,0.0,Semiurban,N
LP003135,Male,Yes,1,Graduate,No,3616,994.0,66.0,360.0,1.0,Semiurban,Y
LP003136,Female,Yes,0,Not Graduate,No,6434,0.0,94.0,360.0,1.0,Urban,Y
LP003137,Male,No,0,Graduate,No,8744,0.0,83.0,360.0,1.0,Rural,Y
LP003138,Male,Yes,3+,Graduate,No,6792,1045.0,160.0,480.0,1.0,Rural,N
LP003139,Male,Yes,1,Graduate,No,6265,6038.0,236.0,180.0,1.0,Urban,Y
LP003140,Male,Yes,0,Graduate,No,2423,0.0,123.0,360.0,1.0,Rural,Y
LP003141,Male,Yes,0,Not Graduate,No,10763,0.0,94.0,360.0,0.0,Semiurban,N
LP003142,Female,No,0,Graduate,No,2445,4796.0,120.0,300.0,1.0,Rural,Y
LP003143,Male,No,2,Graduate,No,4969,1750.0,135.0,240.0,1.0,Urban,N
LP003144,Male,Yes,0,Not Graduate,No,3750,0.0,161.0,360.0,1.0,Urban,N
LP003145,Male,No,0,Graduate,Yes,3741,2501.0,82.0,360.0,1.0,Semiurban,Y
LP003146,Male,Yes,3+,Graduate,No,12377,0.0,128.0,360.0,1.0,Semiurban,Y
LP003147,Male,,3+,Graduate,No,7037,0.0,109.0,360.0,1.0,Urban,N
LP003148,Male,No,1,Graduate,No,2505,0.0,,360.0,,Rural,Y
LP003149,Male,Yes,1,Graduate,No,3881,0.0,83.0,360.0,0.0,Semiurban,Y
LP003150,Male,No,1,Not Graduate,No,2567,0.0,90.0,180.0,1.0,Semiurban,Y
LP003151,Male,,1,Graduate,No,4945,3808.0,216.0,360.0,1.0,Urban,Y
LP003152,Male,Yes,0,Graduate,No,2625,1762.0,142.0,,1.0,Urban,Y
LP003153,Male,No,0,Graduate,No,1830,0.0,207.0,,0.0,Semiurban,N
LP003154,Male,No,2,Graduate,Yes,2643,1760.0,114.0,360.0,1.0,Semiurban,N
LP003155,Male,Yes,1,Graduate,No,825,0.0,29.0,360.0,1.0,Rural,Y
LP003156,Male,No,1,Graduate,No,8036,919.0,,360.0,0.0,Urban,N
LP003157,Male,Yes,1,Graduate,No,6700,0.0,126.0,360.0,1.0,Urban,N
LP003158,Female,No,0,Graduate,No,3103,0.0,182.0,180.0,1.0,Rural,Y
LP003159,Male,Yes,0,Graduate,No,2923,1643.0,147.0,180.0,1.0,Rural,Y
LP003160,Male,Yes,2,Graduate,No,2372,2545.0,77.0,360.0,0.0,Rural,N
LP003161,,No,2,Graduate,No,4863,2944.0,509.0,360.0,1.0,Semiurban,Y
LP003162,Male,Yes,2,Not Graduate,No,6536,0.0,53.0,360.0,1.0,Semiurban,Y
LP003163,Male,Yes,1,Graduate,No,2077,0.0,85.0,360.0,1.0,Semiurban,Y
LP003164,Female,No,1,Graduate,No,2149,0.0,95.0,360.0,0.0,Urban,Y
LP003165,Male,Yes,,Graduate,No,7747,1909.0,213.0,360.0,1.0,Urban,Y
LP003166,Female,Yes,3+,Graduate,No,3938,3601.0,71.0,360.0,1.0,Urban,Y
LP003167,Male,Yes,1,Graduate,No,12151,0.0,255.0,360.0,1.0,Urban,Y
LP003168,Male,No,0,Graduate,No,7856,10865.0,72.0,360.0,1.0,Rural,Y
LP003169,Male,Yes,0,Graduate,No,1559,0.0,218.0,180.0,0.0,Rural,N
LP003170,Female,No,1,Graduate,No,2452,1757.0,259.0,360.0,0.0,Semiurban,N
LP003171,Female,Yes,2,Not Graduate,No,7927,0.0,189.0,360.0,1.0,Semiurban,Y
LP003172,Female,Yes,2,Graduate,No,1921,0.0,47.0,360.0,1.0,Semiurban,N
LP003173,Male,Yes,0,Graduate,Yes,2653,0.0,147.0,360.0,1.0,Urban,Y
LP003174,Female,No,3+,Not Graduate,Yes,6343,0.0,220.0,360.0,1.0,Urban,Y
LP003175,Female,No,1,Graduate,No,11242,0.0,117.0,360.0,1.0,Rural,Y
LP003176,Male,Yes,0,Graduate,No,2085,400.0,152.0,,1.0,Semiurban,Y
LP003177,Male,No,1,Graduate,,6839,0.0,67.0,180.0,,Urban,Y
LP003178,Male,Yes,3+,Not Graduate,No,3854,0.0,269.0,360.0,1.0,Rural,N
LP003179,Male,No,2,Graduate,No,904,3054.0,57.0,,1.0,Urban,N
LP003180,Male,Yes,0,Graduate,No,8227,549.0,274.0,180.0,1.0,Urban,Y
LP003181,Male,No,2,Graduate,No,3923,0.0,41.0,360.0,,Semiurban,Y
LP003182,Male,No,0,Graduate,No,4543,0.0,305.0,300.0,1.0,Semiurban,Y
LP003183,Male,Yes,3+,Graduate,Yes,8554,4139.0,268.0,180.0,1.0,Urban,Y
LP003184,Male,No,0,Graduate,Yes,7877,1118.0,257.0,,1.0,Urban,N
LP003185,Female,No,,Graduate,Yes,2837,0.0,176.0,360.0,1.0,Rural,N
LP003186,Male,Yes,3+,Graduate,No,2483,0.0,140.0,,1.0,Urban,Y
LP003187,Male,Yes,2,Not Graduate,No,8560,0.0,86.0,360.0,1.0,Urban,N
LP003188,Male,Yes,,Graduate,Yes,19577,1828.0,83.0,360.0,1.0,Urban,Y
LP003189,Male,No,0,Graduate,No,4121,0.0,159.0,,1.0,Rural,Y
LP003190,Female,Yes,2,Graduate,No,7564,0.0,201.0,360.0,1.0,Urban,Y
LP003191,Male,Yes,1,Graduate,No,4237,0.0,102.0,360.0,1.0,Rural,Y
LP003192,Male,Yes,,Graduate,No,4968,0.0,170.0,84.0,1.0,Rural,Y
LP003193,Male,Yes,0,Graduate,No,6222,0.0,254.0,360.0,1.0,Rural,Y
LP003194,Male,,2,Graduate,No,2754,3468.0,217.0,360.0,1.0,Semiurban,Y
LP003195,Female,Yes,,Graduate,No,1631,0.0,254.0,360.0,1.0,Rural,Y
LP003196,Female,No,0,Graduate,No,8435,871.0,209.0,84.0,1.0,Urban,Y
LP003197,Male,No,1,Not Graduate,No,6279,0.0,121.0,360.0,1.0,Urban,Y
LP003198,Male,No,0,Graduate,No,7787,0.0,124.0,360.0,1.0,Rural,Y
LP003199,Male,No,2,Graduate,No,12288,0.0,160.0,360.0,1.0,Semiurban,N
LP003200,Male,Yes,0,Graduate,No,1536,0.0,352.0,180.0,1.0,Urban,N
LP003201,Male,No,0,Not Graduate,No,5962,2912.0,87.0,360.0,0.0,Semiurban,Y
LP003202,Male,Yes,1,Graduate,No,5838,0.0,78.0,240.0,1.0,Semiurban,Y
LP003203,Female,Yes,1,Not Graduate,No,6040,0.0,206.0,360.0,0.0,Urban,Y
LP003204,Male,Yes,2,Graduate,No,1699,0.0,182.0,180.0,0.0,Urban,Y
LP003205,Male,Yes,3+,Graduate,No,10410,0.0,186.0,360.0,1.0,Rural,N
LP003206,Female,No,3+,Graduate,Yes,5165,0.0,257.0,360.0,1.0,Rural,N
LP003207,Male,Yes,2,Graduate,No,7831,0.0,238.0,360.0,0.0,Semiurban,Y
LP003208,Female,Yes,0,Graduate,No,4658,0.0,102.0,36.0,1.0,Semiurban,Y
LP003209,Female,Yes,1,Graduate,No,9194,1192.0,252.0,360.0,1.0,Urban,Y
LP003210,Male,Yes,0,Not Graduate,No,8356,3152.0,306.0,360.0,1.0,Rural,N
LP003211,Male,Yes,2,Graduate,Yes,3599,4229.0,235.0,180.0,1.0,Semiurban,Y
LP003212,Male,Yes,0,Graduate,Yes,2328,0.0,191.0,36.0,0.0,Urban,Y
LP003213,Female,Yes,0,Graduate,Yes,9521,0.0,115.0,360.0,0.0,Urban,N
LP003214,Male,Yes,0,Not Graduate,No,1638,6019.0,117.0,360.0,1.0,Semiurban,Y
LP003215,Male,Yes,1,Graduate,No,2814,0.0,129.0,360.0,1.0,Urban,Y
LP003216,Female,No,2,Graduate,No,4348,0.0,123.0,360.0,1.0,Semiurban,Y
LP003217,Male,Yes,3+,Graduate,Yes,7899,625.0,138.0,360.0,1.0,Rural,Y
LP003218,Male,Yes,,Graduate,Yes,8368,0.0,161.0,,0.0,Semiurban,Y
LP003219,Male,Yes,1,Graduate,Yes,3749,3576.0,424.0,360.0,1.0,Urban,N
LP003220,Male,,0,Not Graduate,,1450,0.0,80.0,480.0,0.0,Urban,N
LP003221,Male,Yes,1,Graduate,No,2531,0.0,175.0,360.0,1.0,Rural,Y
LP003222,Female,No,1,Graduate,No,12003,0.0,98.0,180.0,1.0,Semiurban,Y
LP003223,Male,Yes,0,Graduate,,5457,6938.0,279.0,240.0,1.0,Rural,Y
LP003224,Male,No,0,Graduate,No,4538,704.0,48.0,360.0,1.0,Urban,Y
LP003225,Female,,0,Graduate,No,3671,0.0,148.0,360.0,1.0,Semiurban,Y
LP003226,Male,Yes,0,Not Graduate,No,2725,2445.0,110.0,180.0,1.0,Urban,Y
LP003227,Male,No,0,Graduate,Yes,3308,0.0,84.0,360.0,1.0,Semiurban,Y
LP003228,Male,Yes,0,Graduate,Yes,6180,0.0,422.0,300.0,0.0,Rural,N
LP003229,Male,Yes,,Graduate,Yes,4970,0.0,305.0,480.0,1.0,Semiurban,N
LP003230,Male,No,0,Graduate,No,4469,0.0,207.0,,,Semiurban,N
LP003231,Male,,3+,Graduate,,6729,0.0,117.0,120.0,1.0,Semiurban,Y
LP003232,Male,Yes,0,Graduate,No,7342,1269.0,66.0,360.0,1.0,Semiurban,Y
LP003233,Male,Yes,3+,Graduate,No,2501,2634.0,85.0,360.0,1.0,Semiurban,Y
LP003234,Male,Yes,0,Not Graduate,No,3161,8799.0,113.0,300.0,0.0,Urban,N
LP003235,Male,Yes,3+,Not Graduate,No,9784,0.0,65.0,360.0,1.0,Urban,Y
LP003236,Male,No,2,Graduate,No,3897,1938.0,108.0,360.0,1.0,Urban,Y
LP003237,Female,No,0,Graduate,No,3389,0.0,61.0,360.0,1.0,Urban,N
LP003238,Male,,0,Graduate,No,2831,526.0,113.0,360.0,1.0,Semiurban,Y
LP003239,Female,No,0,Graduate,Yes,1327,0.0,139.0,300.0,1.0,Urban,N
LP003240,Male,No,3+,Graduate,No,7442,0.0,249.0,360.0,1.0,Rural,Y
LP003241,Male,No,3+,Graduate,Yes,2263,5608.0,59.0,360.0,1.0,Urban,Y
LP003242,Male,No,0,Not Graduate,No,5271,837.0,117.0,360.0,1.0,Semiurban,Y
LP003243,Female,Yes,1,Not Graduate,No,2550,956.0,143.0,360.0,1.0,Semiurban,Y
LP003244,,Yes,0,Graduate,No,7285,2542.0,65.0,360.0,1.0,Semiurban,Y
LP003245,,No,2,Graduate,,2685,0.0,272.0,360.0,1.0,Urban,Y
LP003246,Male,No,0,Graduate,No,3849,471.0,110.0,60.0,1.0,Urban,Y
LP003247,Male,Yes,0,Graduate,Yes,6443,0.0,95.0,360.0,1.0,Semiurban,Y
LP003248,Male,,2,Graduate,No,7192,3365.0,146.0,360.0,1.0,Rural,Y
LP003249,Male,No,0,Not Graduate,No,5788,1988.0,95.0,,1.0,Semiurban,N
LP003250,Male,No,0,Graduate,No,2108,0.0,109.0,360.0,1.0,Semiurban,Y
LP003251,Male,No,0,Not Graduate,No,3915,0.0,38.0,360.0,1.0,Rural,Y
LP003252,Female,Yes,0,Graduate,No,2186,1638.0,109.0,180.0,1.0,Semiurban,Y
LP003253,Male,Yes,0,Graduate,No,3224,0.0,471.0,360.0,,Urban,Y
LP003254,Male,No,1,Graduate,No,6026,0.0,173.0,360.0,1.0,Semiurban,Y
LP003255,Male,Yes,2,Graduate,,1783,0.0,176.0,240.0,0.0,Urban,Y
LP003256,Male,Yes,1,Graduate,Yes,2958,0.0,94.0,300.0,1.0,Semiurban,Y
